id,company,company_logo,title,domain,city,state,location,type,stipend,duration,duration_months,skills,applications,rating,openings,posted_date,deadline,description,demand_score,growth_trend
7791,Great Learning,🔵,Game Designer Intern,Game Development,Gurgaon,Haryana,"Gurgaon, Haryana",Hybrid,8000,6 Months,6,Three.js|Unity|Python|C++|SwiftUI|Arduino,481,4.1,12,2025-12-24,2025-12-24,"Exciting Game Designer Intern opportunity at Great Learning in the Game Development domain. Work with cutting-edge technology in Gurgaon and gain hands-on experience with Three.js, Unity, Python.",29.8,-0.9
7792,Simplilearn,🟠,Angular Developer Intern,Frontend Development,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",On-site,12000,4 Months,4,TypeScript|Vue.js|HTML/CSS|JavaScript|Puppeteer|Python,1908,4.4,15,2025-11-11,2025-12-11,"Exciting Angular Developer Intern opportunity at Simplilearn in the Frontend Development domain. Work with cutting-edge technology in Visakhapatnam and gain hands-on experience with TypeScript, Vue.js, HTML/CSS.",41.5,-0.8
7793,Intellipaat,🔵,Quantum Research Intern,Quantum Computing,Bhopal,Madhya Pradesh,"Bhopal, Madhya Pradesh",Remote,3000,6 Months,6,NumPy|Linear Algebra|Python|Qiskit|Sass/LESS|MongoDB,1856,3.9,5,2025-01-22,2025-03-22,"Exciting Quantum Research Intern opportunity at Intellipaat in the Quantum Computing domain. Work with cutting-edge technology in Bhopal and gain hands-on experience with NumPy, Linear Algebra, Python.",42.7,7.2
7794,Emeritus,🟢,SQL Developer Intern,Database Administration,Guwahati,Assam,"Guwahati, Assam",On-site,100000,1 Month,1,Redis|PostgreSQL|Python|MongoDB|Jetpack Compose|JavaScript,461,3.8,1,2025-03-01,2025-05-01,"Exciting SQL Developer Intern opportunity at Emeritus in the Database Administration domain. Work with cutting-edge technology in Guwahati and gain hands-on experience with Redis, PostgreSQL, Python.",54.8,3.7
7795,PhysicsWallah,🟣,Network Security Intern,Network Engineering,Indore,Madhya Pradesh,"Indore, Madhya Pradesh",Hybrid,20000,3 Months,3,Networking|Python|Cisco|Docker|RabbitMQ|SEO,567,4.8,2,2025-12-24,2025-12-24,"Exciting Network Security Intern opportunity at PhysicsWallah in the Network Engineering domain. Work with cutting-edge technology in Indore and gain hands-on experience with Networking, Python, Cisco.",35.9,28.7
7796,Allen Digital,🔵,SOC Analyst Intern,Cybersecurity,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",On-site,80000,4 Months,4,Linux|Network Engineering|Python|Docker|Jest|Swift,246,3.8,2,2025-08-20,2025-10-20,"Exciting SOC Analyst Intern opportunity at Allen Digital in the Cybersecurity domain. Work with cutting-edge technology in Visakhapatnam and gain hands-on experience with Linux, Network Engineering, Python.",48.5,36.5
7797,Testbook,🟢,Deep Learning Research Intern,Machine Learning,Guwahati,Assam,"Guwahati, Assam",Remote,45000,4 Months,4,PyTorch|Pandas|Python|Deep Learning|Content Writing|Firebase,339,3.7,3,2025-04-25,2025-06-25,"Exciting Deep Learning Research Intern opportunity at Testbook in the Machine Learning domain. Work with cutting-edge technology in Guwahati and gain hands-on experience with PyTorch, Pandas, Python.",42.8,13.6
7798,Gradeup,🟢,Smart Contract Intern,Blockchain,Mangalore,Karnataka,"Mangalore, Karnataka",On-site,8000,3 Months,3,Ethereum|Web3.js|JavaScript|Solidity|R|LangChain,425,5.0,3,2025-10-07,2025-12-07,"Exciting Smart Contract Intern opportunity at Gradeup in the Blockchain domain. Work with cutting-edge technology in Mangalore and gain hands-on experience with Ethereum, Web3.js, JavaScript.",29.9,-0.8
7799,Toppr,🔵,Database Engineer Intern,Database Administration,Nagpur,Maharashtra,"Nagpur, Maharashtra",On-site,7000,3 Months,3,Python|Elasticsearch|Redis|MongoDB|SQLAlchemy|Java,2922,4.3,7,2025-05-15,2025-07-15,"Exciting Database Engineer Intern opportunity at Toppr in the Database Administration domain. Work with cutting-edge technology in Nagpur and gain hands-on experience with Python, Elasticsearch, Redis.",44.1,1.5
7800,Doubtnut,🔴,UI/UX Designer Intern,UI/UX Design,Ranchi,Jharkhand,"Ranchi, Jharkhand",On-site,45000,1 Month,1,Material UI|HTML/CSS|Figma|JavaScript|Scrum|Plotly,54,3.7,25,2025-05-21,2025-07-21,"Exciting UI/UX Designer Intern opportunity at Doubtnut in the UI/UX Design domain. Work with cutting-edge technology in Ranchi and gain hands-on experience with Material UI, HTML/CSS, Figma.",36.6,21.1
7801,Google India,🔵,MLOps Intern,Machine Learning,Noida,Uttar Pradesh,"Noida, Uttar Pradesh",Remote,3000,4 Months,4,Python|Deep Learning|Pandas|PyTorch|Tableau|Bootstrap,1179,3.6,5,2025-08-27,2025-10-27,"Exciting MLOps Intern opportunity at Google India in the Machine Learning domain. Work with cutting-edge technology in Noida and gain hands-on experience with Python, Deep Learning, Pandas.",37.9,9.4
7802,Microsoft India,🟦,Cybersecurity Intern,Cybersecurity,Vadodara,Gujarat,"Vadodara, Gujarat",On-site,5000,3 Months,3,Linux|Python|Penetration Testing|Network Engineering|JavaScript|ROS,283,4.8,1,2025-06-04,2025-08-04,"Exciting Cybersecurity Intern opportunity at Microsoft India in the Cybersecurity domain. Work with cutting-edge technology in Vadodara and gain hands-on experience with Linux, Python, Penetration Testing.",30.6,25.6
7803,Amazon India,🟠,Robotics Engineer Intern,Robotics,Mangalore,Karnataka,"Mangalore, Karnataka",Remote,18000,6 Months,6,ROS|Computer Vision|Python|TensorFlow|Airflow|Flutter,1496,4.3,1,2025-08-07,2025-10-07,"Exciting Robotics Engineer Intern opportunity at Amazon India in the Robotics domain. Work with cutting-edge technology in Mangalore and gain hands-on experience with ROS, Computer Vision, Python.",44.1,18.2
7804,Flipkart,🟡,Backend Developer Intern,Software Development,Bhopal,Madhya Pradesh,"Bhopal, Madhya Pradesh",On-site,60000,6 Months,6,REST APIs|Git|SQL|Linux|Kafka|RabbitMQ,488,4.4,3,2025-01-17,2025-03-17,"Exciting Backend Developer Intern opportunity at Flipkart in the Software Development domain. Work with cutting-edge technology in Bhopal and gain hands-on experience with REST APIs, Git, SQL.",43.4,33.5
7805,Infosys,🔷,Documentation Intern,Technical Writing,Guwahati,Assam,"Guwahati, Assam",Remote,25000,3 Months,3,Git|API Design|Swagger|Markdown|Flask|Airflow,1191,4.8,8,2025-12-02,2025-12-02,"Exciting Documentation Intern opportunity at Infosys in the Technical Writing domain. Work with cutting-edge technology in Guwahati and gain hands-on experience with Git, API Design, Swagger.",48.8,17.9
7806,TCS,🔶,SDET Intern,Quality Assurance,Mumbai,Maharashtra,"Mumbai, Maharashtra",Remote,45000,3 Months,3,Pytest|Postman|Playwright|Python|BERT|Kafka,178,4.2,4,2025-09-15,2025-11-15,"Exciting SDET Intern opportunity at TCS in the Quality Assurance domain. Work with cutting-edge technology in Mumbai and gain hands-on experience with Pytest, Postman, Playwright.",45.9,33.8
7807,Wipro,🟢,Computer Vision Intern,AI Research,Indore,Madhya Pradesh,"Indore, Madhya Pradesh",Remote,28000,2 Months,2,NLP|Deep Learning|Hugging Face|TensorFlow|Kubernetes|Spring Boot,1609,3.6,9,2025-01-08,2025-03-08,"Exciting Computer Vision Intern opportunity at Wipro in the AI Research domain. Work with cutting-edge technology in Indore and gain hands-on experience with NLP, Deep Learning, Hugging Face.",45.3,29.2
7808,Zoho,🔴,Content Marketing Intern,Digital Marketing,Hyderabad,Telangana,"Hyderabad, Telangana",On-site,40000,2 Months,2,Content Writing|Google Analytics|SEO|Social Media|dbt|Figma,124,3.1,10,2025-07-22,2025-09-22,"Exciting Content Marketing Intern opportunity at Zoho in the Digital Marketing domain. Work with cutting-edge technology in Hyderabad and gain hands-on experience with Content Writing, Google Analytics, SEO.",28.8,15.8
7809,Razorpay,💙,Frontend Intern,Web Development,Mumbai,Maharashtra,"Mumbai, Maharashtra",On-site,5000,2 Months,2,Node.js|HTML/CSS|React|REST APIs|Figma|BERT,348,3.5,14,2025-09-03,2025-11-03,"Exciting Frontend Intern opportunity at Razorpay in the Web Development domain. Work with cutting-edge technology in Mumbai and gain hands-on experience with Node.js, HTML/CSS, React.",23.0,10.8
7810,Swiggy,🧡,Cybersecurity Intern,Cybersecurity,Thiruvananthapuram,Kerala,"Thiruvananthapuram, Kerala",Remote,20000,4 Months,4,Linux|Python|Network Engineering|Penetration Testing|Jenkins|Ethereum,631,4.3,4,2025-03-26,2025-05-26,"Exciting Cybersecurity Intern opportunity at Swiggy in the Cybersecurity domain. Work with cutting-edge technology in Thiruvananthapuram and gain hands-on experience with Linux, Python, Network Engineering.",41.4,32.5
7811,Zomato,❤️,Chip Design Intern,Embedded Systems,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",Hybrid,75000,1 Month,1,Python|Linux|Arduino|Raspberry Pi|Rust|Django,505,3.8,1,2025-02-19,2025-04-19,"Exciting Chip Design Intern opportunity at Zomato in the Embedded Systems domain. Work with cutting-edge technology in Visakhapatnam and gain hands-on experience with Python, Linux, Arduino.",50.8,31.3
7812,PhonePe,💜,Embedded Engineer Intern,Embedded Systems,Chandigarh,Punjab,"Chandigarh, Punjab",Hybrid,90000,5 Months,5,MQTT|Arduino|C++|Linux|Kafka|Recharts,1747,4.9,3,2025-02-02,2025-04-02,"Exciting Embedded Engineer Intern opportunity at PhonePe in the Embedded Systems domain. Work with cutting-edge technology in Chandigarh and gain hands-on experience with MQTT, Arduino, C++.",68.3,29.4
7813,CRED,⚫,Penetration Tester Intern,Cybersecurity,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",Remote,100000,4 Months,4,SQL|Docker|Network Engineering|Linux|OpenAI API|Material UI,111,5.0,2,2025-04-03,2025-06-03,"Exciting Penetration Tester Intern opportunity at CRED in the Cybersecurity domain. Work with cutting-edge technology in Visakhapatnam and gain hands-on experience with SQL, Docker, Network Engineering.",62.5,22.7
7814,Paytm,💎,NOC Intern,Network Engineering,Kolkata,West Bengal,"Kolkata, West Bengal",Remote,45000,5 Months,5,Python|Networking|Cisco|Docker|Content Writing|Rust,1338,4.2,6,2025-01-24,2025-03-24,"Exciting NOC Intern opportunity at Paytm in the Network Engineering domain. Work with cutting-edge technology in Kolkata and gain hands-on experience with Python, Networking, Cisco.",50.9,37.0
7815,Freshworks,💚,Database Engineer Intern,Database Administration,Bhopal,Madhya Pradesh,"Bhopal, Madhya Pradesh",Hybrid,8000,3 Months,3,Elasticsearch|MongoDB|Python|Redis|Next.js|dbt,890,4.3,2,2025-08-02,2025-10-02,"Exciting Database Engineer Intern opportunity at Freshworks in the Database Administration domain. Work with cutting-edge technology in Bhopal and gain hands-on experience with Elasticsearch, MongoDB, Python.",34.1,9.4
7816,Byju's,🟣,Full Stack Developer Intern,Full Stack Development,Surat,Gujarat,"Surat, Gujarat",Hybrid,12000,5 Months,5,TypeScript|MongoDB|React|JavaScript|TensorFlow|Xamarin,739,4.0,2,2025-05-12,2025-07-12,"Exciting Full Stack Developer Intern opportunity at Byju's in the Full Stack Development domain. Work with cutting-edge technology in Surat and gain hands-on experience with TypeScript, MongoDB, React.",30.2,23.2
7817,Ola,🖤,Chip Design Intern,Embedded Systems,Noida,Uttar Pradesh,"Noida, Uttar Pradesh",Remote,70000,5 Months,5,C++|Arduino|Raspberry Pi|Linux|gRPC|Spark,1142,3.9,3,2025-11-15,2025-12-15,"Exciting Chip Design Intern opportunity at Ola in the Embedded Systems domain. Work with cutting-edge technology in Noida and gain hands-on experience with C++, Arduino, Raspberry Pi.",57.4,17.8
7818,Meesho,🩷,SDET Intern,Quality Assurance,Delhi NCR,Delhi,"Delhi NCR, Delhi",Hybrid,6000,4 Months,4,Pytest|Jest|Postman|Playwright|Netlify|Kafka,798,4.7,7,2025-06-02,2025-08-02,"Exciting SDET Intern opportunity at Meesho in the Quality Assurance domain. Work with cutting-edge technology in Delhi NCR and gain hands-on experience with Pytest, Jest, Postman.",33.1,10.6
7819,Groww,🌟,Fullstack Web Intern,Web Development,Thiruvananthapuram,Kerala,"Thiruvananthapuram, Kerala",Remote,100000,1 Month,1,React|REST APIs|JavaScript|Git|Jenkins|Java,229,3.1,9,2025-11-04,2025-12-04,"Exciting Fullstack Web Intern opportunity at Groww in the Web Development domain. Work with cutting-edge technology in Thiruvananthapuram and gain hands-on experience with React, REST APIs, JavaScript.",57.0,13.9
7820,Zerodha,⭐,Microservices Intern,Backend Development,Indore,Madhya Pradesh,"Indore, Madhya Pradesh",Remote,18000,1 Month,1,Java|Python|REST APIs|MongoDB|Microservices|Swagger,645,4.7,2,2025-05-06,2025-07-06,"Exciting Microservices Intern opportunity at Zerodha in the Backend Development domain. Work with cutting-edge technology in Indore and gain hands-on experience with Java, Python, REST APIs.",41.3,26.5
7821,Reliance Digital,🔵,Operations Analyst Intern,Business Analytics,Guwahati,Assam,"Guwahati, Assam",On-site,25000,4 Months,4,Python|R|Excel|SQL|Databricks|React,235,4.5,1,2025-09-20,2025-11-20,"Exciting Operations Analyst Intern opportunity at Reliance Digital in the Business Analytics domain. Work with cutting-edge technology in Guwahati and gain hands-on experience with Python, R, Excel.",31.8,32.6
7822,Tata Digital,🏛️,Backend Developer Intern,Backend Development,Raipur,Chhattisgarh,"Raipur, Chhattisgarh",On-site,12000,5 Months,5,Redis|Python|Java|Node.js|Machine Learning|Raspberry Pi,247,3.9,12,2025-04-19,2025-06-19,"Exciting Backend Developer Intern opportunity at Tata Digital in the Backend Development domain. Work with cutting-edge technology in Raipur and gain hands-on experience with Redis, Python, Java.",25.7,29.0
7823,Accenture India,🟩,Quantum Research Intern,Quantum Computing,Thiruvananthapuram,Kerala,"Thiruvananthapuram, Kerala",Remote,15000,4 Months,4,Python|Linear Algebra|NumPy|Machine Learning|Vite|Unreal Engine,153,3.4,5,2025-07-02,2025-09-02,"Exciting Quantum Research Intern opportunity at Accenture India in the Quantum Computing domain. Work with cutting-edge technology in Thiruvananthapuram and gain hands-on experience with Python, Linear Algebra, NumPy.",30.9,17.8
7824,Deloitte India,🟫,Perception Engineer Intern,Computer Vision,Bhubaneswar,Odisha,"Bhubaneswar, Odisha",On-site,8000,5 Months,5,Deep Learning|PyTorch|Computer Vision|OpenCV|Postman|Webpack,436,4.3,1,2025-04-18,2025-06-18,"Exciting Perception Engineer Intern opportunity at Deloitte India in the Computer Vision domain. Work with cutting-edge technology in Bhubaneswar and gain hands-on experience with Deep Learning, PyTorch, Computer Vision.",30.3,23.5
7825,IBM India,🟪,UX Research Intern,UI/UX Design,Noida,Uttar Pradesh,"Noida, Uttar Pradesh",Remote,80000,4 Months,4,JavaScript|Figma|Material UI|HTML/CSS|Elasticsearch|Azure,748,4.6,6,2025-10-21,2025-12-21,"Exciting UX Research Intern opportunity at IBM India in the UI/UX Design domain. Work with cutting-edge technology in Noida and gain hands-on experience with JavaScript, Figma, Material UI.",61.6,1.9
7826,Adobe India,🔴,APM Intern,Product Management,Coimbatore,Tamil Nadu,"Coimbatore, Tamil Nadu",On-site,22000,3 Months,3,Agile|Tableau|Scrum|SQL|Ionic|Hardhat,604,4.6,4,2025-06-20,2025-08-20,"Exciting APM Intern opportunity at Adobe India in the Product Management domain. Work with cutting-edge technology in Coimbatore and gain hands-on experience with Agile, Tableau, Scrum.",35.3,-7.6
7827,Oracle India,🟥,Computer Vision Intern,AI Research,Dehradun,Uttarakhand,"Dehradun, Uttarakhand",On-site,90000,2 Months,2,Computer Vision|NLP|Hugging Face|Deep Learning|Recharts|Jenkins,857,4.5,5,2025-11-27,2025-12-27,"Exciting Computer Vision Intern opportunity at Oracle India in the AI Research domain. Work with cutting-edge technology in Dehradun and gain hands-on experience with Computer Vision, NLP, Hugging Face.",57.9,-1.3
7828,SAP India,🔷,AI Research Intern,AI Research,Dehradun,Uttarakhand,"Dehradun, Uttarakhand",Hybrid,8000,1 Month,1,Deep Learning|NLP|Python|PyTorch|Nginx|ROS,185,4.7,2,2025-04-03,2025-06-03,"Exciting AI Research Intern opportunity at SAP India in the AI Research domain. Work with cutting-edge technology in Dehradun and gain hands-on experience with Deep Learning, NLP, Python.",29.0,26.3
7829,Salesforce India,☁️,Mechatronics Intern,Robotics,Bangalore,Karnataka,"Bangalore, Karnataka",Hybrid,75000,6 Months,6,C++|Linux|Python|TensorFlow|CI/CD|Terraform,291,4.1,5,2025-03-04,2025-05-04,"Exciting Mechatronics Intern opportunity at Salesforce India in the Robotics domain. Work with cutting-edge technology in Bangalore and gain hands-on experience with C++, Linux, Python.",49.1,3.8
7830,Intel India,🔵,Product Management Intern,Product Management,Ranchi,Jharkhand,"Ranchi, Jharkhand",Hybrid,70000,4 Months,4,Figma|Agile|Excel|SQL|AWS|Tableau,282,4.1,1,2025-07-13,2025-09-13,"Exciting Product Management Intern opportunity at Intel India in the Product Management domain. Work with cutting-edge technology in Ranchi and gain hands-on experience with Figma, Agile, Excel.",45.9,-0.8
7831,Samsung India,🔹,Documentation Intern,Technical Writing,Lucknow,Uttar Pradesh,"Lucknow, Uttar Pradesh",Hybrid,70000,3 Months,3,Swagger|HTML/CSS|Git|API Design|Vector Databases|Arduino,1882,3.9,2,2025-05-25,2025-07-25,"Exciting Documentation Intern opportunity at Samsung India in the Technical Writing domain. Work with cutting-edge technology in Lucknow and gain hands-on experience with Swagger, HTML/CSS, Git.",55.1,33.3
7832,Uber India,⚫,iOS Developer Intern,Mobile Development,Kochi,Kerala,"Kochi, Kerala",Remote,20000,4 Months,4,Flutter|React Native|Swift|REST APIs|Heroku|Flask,1124,4.7,5,2025-02-16,2025-04-16,"Exciting iOS Developer Intern opportunity at Uber India in the Mobile Development domain. Work with cutting-edge technology in Kochi and gain hands-on experience with Flutter, React Native, Swift.",44.0,10.8
7833,Atlassian India,🔵,UI/UX Designer Intern,UI/UX Design,Gurgaon,Haryana,"Gurgaon, Haryana",On-site,100000,6 Months,6,Figma|Material UI|JavaScript|Tailwind CSS|Netlify|Pinecone,1261,3.9,2,2025-01-16,2025-03-16,"Exciting UI/UX Designer Intern opportunity at Atlassian India in the UI/UX Design domain. Work with cutting-edge technology in Gurgaon and gain hands-on experience with Figma, Material UI, JavaScript.",59.1,11.8
